# 字由输入法生活常用语料（自研，许可干净，替代 GPL 受限的 rime-ice 词库）
# 格式：prev \t next \t weight；权重档位 90 极高频｜70 高频｜50 常规
# 维护纪律：与种子语料同为只增不删的受控文件；构建时经 --corpus 传入
# 覆盖：问候/时间/餐饮/出行/办公/购物/家庭/情绪/网络/惯用句式
我	们	90
我	想	90
我	觉得	90
我	已经	70
我	不知道	70
我	看看	70
我	试试	50
我	来	50
你	们	90
你	好	90
你	说	70
你	在哪	70
你	什么时候	50
他	们	90
他	说	50
她	们	90
大家	好	90
大家	一起	70
好的	谢谢	70
好的	没问题	70
好吧	那就这样	50
谢谢	你	90
谢谢	大家	70
感谢	你	70
感谢	大家	50
不客气	应该的	70
没关系	不用放在心上	50
不好意思	打扰一下	70
对不起	是我不好	50
抱歉	来晚了	50
你好	请问	70
您好	请问	70
请问	一下	70
麻烦	你了	70
麻烦	帮我	50
拜托	你了	50
辛苦	了	90
辛苦	大家	50
加油	你可以的	70
加油	干	50
今天	晚上	90
今天	天气	90
今天	吃什么	70
今天	有空吗	70
今天	几点	50
明天	见	90
明天	上午	70
明天	下午	70
明天	再说	50
昨天	晚上	70
后天	见	50
现在	几点了	70
现在	在哪	70
现在	方便吗	50
刚才	在忙	50
马上	到	90
马上	就好	70
马上	出发	50
立刻	出发	50
一会儿	见	90
一会儿	聊	50
等下	说	50
晚上	好	90
晚上	吃什么	90
晚上	见	70
中午	吃什么	90
中午	见	50
早上	好	90
早上好	今天	50
下午	好	70
下午	见	50
凌晨	了	50
周末	愉快	70
周末	一起	50
星期	几	70
时间	不早了	70
时候	不早了	50
天气	怎么样	90
天气	不错	70
天气	预报	50
吃饭	了吗	90
吃饭	去	70
吃的	什么	70
喝水	吗	50
睡觉	了	70
睡觉	吧	50
起床	了	70
上班	去	70
上班	迟到了	50
下班	了	90
下班	一起吃饭	50
回家	了	90
回家	路上	50
回来	了	90
出去	玩	70
出去	吃	50
出门	了	70
到了	吗	90
到了	说一声	70
在家	吗	90
在吗	回个消息	50
在干嘛	呢	70
忙	吗	90
忙	完了	50
有空	吗	90
有空	一起吃饭	50
累	死了	70
累	不累	50
开心	就好	70
开心	每一天	50
高兴	就好	50
难过	的话	50
生气	了	50
着急	也没用	50
担心	你	50
放心	吧	90
放心	交给我	50
记得	吃饭	70
记得	告诉我	50
别忘	了	70
帮忙	看一下	50
帮我	一下	70
帮我	个忙	50
帮你	没问题	50
告诉	我	90
说一声	就好	70
联系	我	70
联系	一下	50
聊聊	天	70
见面	聊	70
见个面	吧	50
聚会	定在哪	50
一起玩	吧	70
约	个时间	50
约饭	走起	50
外卖	到了	70
外卖	点什么	50
快递	到了	70
快递	在哪	50
包裹	到了	50
电话	打不通	50
微信	回我	50
消息	收到了	70
回复	我	70
回复	一下	50
回你	消息	50
等你	消息	70
等你	回来	70
等我	一下	90
什么时候	到	70
什么时候	有空	70
几点	出发	70
几点	见面	50
哪里	见面	50
哪个	更好	50
怎么办	才好	70
怎么办	啊	50
怎么样	了	70
咋办	啊	50
咋样	了	50
多少	钱	90
几个	人	70
为什么	不接电话	50
因为	有事	50
所以	没去	50
但是	没时间	50
然后	呢	70
还有	什么事	50
另外	一件事	50
其实	不是	50
真的	假的	70
真的	很好	50
确实	不错	50
当然	可以	90
当然	没问题	70
肯定	行	70
必须	去	50
一定	会	70
一定	记住	50
应该	没问题	70
应该	快了	50
可能	会下雨	70
可能	去不了	50
大概	几点	50
也许	吧	50
好像	是的	50
感觉	不错	70
觉得	怎么样	70
发现	一个问题	50
听说	你要走	50
看见	了	50
收到	了	90
收到	马上处理	70
了解	了	70
明白	了	90
同意	你的看法	50
反对	也没用	50
支持	你	70
赞	一个	50
点赞	了	50
转发	给朋友	50
收藏	起来	50
截图	发我	50
记录	一下	50
提醒	我	70
安排	好了	70
准备	出发	70
准备	好了	70
开始	了	70
结束	了	70
完成	了	70
搞定	了	90
解决	了	70
处理	好了	70
回复你	消息	50
通知	大家	50
开会	了	70
开会	时间	50
会议	几点	50
项目	进度	70
工作	顺利	50
任务	完成	50
进度	怎么样	50
计划	好了	50
方案	定了	50
总结	一下	50
复盘	一下	50
讨论	一下	70
研究	一下	50
考虑	一下	70
考虑	清楚	50
决定	了	50
选择	哪个	50
建议	这样	50
意见	如何	50
想法	不错	50
办法	总比困难多	50
问题	不大	70
问题	解决了	50
困难	是暂时的	50
麻烦	帮个忙	50
事情	办好了	50
情况	怎么样	50
信息	发我	50
资料	发我	50
文件	发我	70
文档	更新了	50
图片	发我	70
照片	好看	50
视频	发我	50
语音	发我	50
链接	发我	70
地址	发我	70
位置	发我	70
定位	发我	50
导航	过去	50
路线	发我	50
出发	吧	90
出发	了	70
路上	堵车	70
路上	注意安全	50
堵车	了	70
地铁	上	70
公交	车	70
打车	过去	50
开车	慢点	70
停车	场	50
机场	见	50
火车站	见	50
高铁	票	50
飞机	晚点了	50
迟到	了	70
准时	到	50
提前	出发	70
推后	一天	50
取消	了	50
改期	了	50
延期	了	50
生日	快乐	90
新年	快乐	90
春节	快乐	70
过年	好	70
中秋	快乐	50
节日	快乐	70
祝贺	你	50
恭喜	恭喜	70
祝福	你	50
祝愿	你	50
健康	第一	70
身体	怎么样	50
锻炼	身体	50
运动	一下	50
跑步	去	50
健身	房	50
休息	一下	70
放松	一下	50
晚安	好梦	70
早安	今天也要加油	50
再见	了	70
拜拜	明天见	70
回见	了	50
慢走	啊	50
保重	身体	50
照顾好	自己	70
别累着	了	50
别熬夜	了	70
早睡	早起	70
早起	身体好	50
吃了吗	没呢	50
吃了没	还没	50
好吃	吗	70
难吃	死了	50
味道	怎么样	70
好喝	吗	50
咖啡	来一杯	50
奶茶	来一杯	50
水果	买了一点	50
蔬菜	多吃点	50
火锅	走起	50
烧烤	走起	50
点餐	了吗	50
付款	了吗	50
买单	吧	50
打折	吗	50
优惠	券	50
便宜	一点	50
贵	不贵	50
划算	吗	50
购物	节	50
下单	了	50
发货	了吗	50
收货	了吗	50
退货	了	50
客服	在吗	50
投诉	一下	50
好评	一个	50
差评	一个	50
评价	一下	50
评论	一下	50
分享	给你	70
推荐	给你	70
安利	给你	50
种草	了	50
拔草	了	50
学习	去了	50
考试	加油	70
作业	写完了	50
老师	说	50
同学	们	50
同事	们	50
朋友	们	70
家人	都挺好	50
父母	身体	50
孩子	睡着了	50
宝宝	乖	50
老婆	大人	50
老公	在吗	50
女朋友	生气了	50
男朋友	在忙	50
喜欢	你	90
想念	你	70
思念	你	50
开心	最重要	50
快乐	就好	50
幸福	就好	50
幸运	的是	50
好运	连连	50
奋斗	吧	50
梦想	成真	50
目标	达成了	50
未来	可期	50
期待	你的表现	50
憧憬	未来	50
失望	也没用	50
遗憾	也没办法	50
后悔	也晚了	50
无所谓	啦	50
随便	吃点	50
都行	听你的	50
听你的	就好	50
你说呢	呢	50
我看看	再说	50
我想	想	50
我试试	看	50
我来	吧	70
交给我	吧	70
包在我身上	放心	50
相信	你	70
信任	是基础	50
尊重	彼此	50
理解	万岁	50
包容	一点	50
体谅	一下	50
换位思考	一下	50
沟通	一下	70
交流	一下	50
表达	清楚	50
说明	一下	50
解释	一下	50
道歉	有用的话	50
原谅	你了	50
和解	了	50
吵架	了	50
和好	如初	50
相处	愉快	50
陪伴	是最长情的告白	50
支持你	到底	50
相信你	没问题	50
一路顺风	啊	70
一路平安	啊	50
旅途愉快	哦	50
玩得开心	点	70
好好休息	吧	70
好好吃饭	别饿着	50
注意安全	啊	70
保重	啊	50
常联系	啊	50
保持联系	哦	50
随时找我	就行	50
有事找我	别客气	50
别客气	啦	70
应该的	不用谢	50
小事	一桩	50
举手之劳	而已	50
太感谢了	不用客气	50
非常感谢	你	70
万分感谢	不尽	50
铭记在心	里	50
感恩	有你	50
知足	常乐	50
珍惜	当下	50
努力	就会有回报	50
坚持	就是胜利	50
不放弃	才可能成功	50
加油干	吧	50
拼了	命	50
冲	鸭	50
冲鸭	呀	50
奥利给	哦	50
棒棒哒	哦	50
美美哒	哦	50
棒	极了	50
牛	啊	50
厉害	了	70
优秀	啊	50
完美	啊	50
精彩	极了	50
漂亮	啊	50
真棒	啊	50
真好	啊	50
真不错	啊	50
不错	哦	70
还行	吧	50
一般	般	50
差点意思	啊	50
再想想	看	50
再看看	说	50
再说吧	不急	50
考虑清楚	再说	50
想清楚	再决定	50
想好了	告诉我	50
定下来	就好	50
就这样	吧	70
好主意	啊	50
好办法	啊	50
试试看	吧	70
试一下	吧	50
练一下	午	50
学一下	吧	50
看一下	吧	70
看一眼	就行	50
查一下	吧	50
搜一下	吧	50
找一下	看	50
问一下	吧	50
问问	看	50
打听	一下	50
了解	清楚	50
熟悉	一下	50
掌握	方法	50
学会	了	50
懂了	懂了	50
会了	就行	50
成了	成了	50
完事	了	50
收工	了	70
下班了	走起	50
散会	了	50
结束了	辛苦大家	50
完成了	太好了	50
搞定了	真棒	50
办好了	放心	50
弄好了	就行	50
好了	好了	50
行了	行了	50
可以了	就这样	50
没问题了	太好了	50
解决了	就好	50
处理好了	就行	50
安排好了	放心	50
准备好了	出发	50
开始了	加油	50
走起	吧	70
出发啦	快快快	50
来啦	来啦	50
哈	哈	90
哈哈	哈	90
哈哈	笑死我了	70
哦	哦	50
嗯	嗯	50
呀	呀	50
啊	啊	50
吗	吗	50
呢	呢	50
吧	吧	50
了	了	50
的	确	50
是的	没错	70
没错	是这样	50
不是	这样的	50
没有	的事	50
有的	有的	50
可以	的	70
可以	吗	70
需要	帮忙吗	70
想要	什么	50
希望	如此	50
希望	你开心	50
爱	你	90
爱	吃	50
想	你了	90
想	吃什么	70
要	不要	70
要	迟到了	50
去	哪	90
去	吃饭	70
会	不会	70
会	好的	50
看	到了	70
看	情况	50
说	什么	70
说	定了	50
都	可以	70
都	挺好	50
一	起	70
一个	人	50
上	班	70
也	是	50
很	好	70
很	开心	70
到	哪了	90
自己	来吧	50
这	个	70
这	就	50
什么	时候	90
什么	情况	70
怎么	了	90
怎么	回事	70
为什么	啊	70
没	关系	90
没	问题	90
没	空	50
大家	都在	50
人	呢	50
人	太多	50
快	一点	70
快	到了	70
慢	一点	50
多	少	70
少	熬夜	50
再	见	90
再	来	50
最	好	70
更	好	50
太	好了	70
太	感谢	70
真	好	70
真	快	50
有点	累	70
