# 自研成语接龙语料（许可干净）：常用成语精确首尾接龙，覆盖长尾探针成语键
一心一意	意气风发	90
意气风发	发扬光大	90
发扬光大	大快人心	90
大快人心	心旷神怡	90
心旷神怡	怡然自得	90
怡然自得	得心应手	90
得心应手	手到擒来	90
手到擒来	来日方长	90
来日方长	长驱直入	90
长驱直入	入木三分	90
入木三分	分秒必争	90
分秒必争	争先恐后	90
争先恐后	后来居上	90
后来居上	上行下效	90
上行下效	效犬马力	90
效犬马力	力挽狂澜	90
力挽狂澜	澜倒波随	90
澜倒波随	随遇而安	90
随遇而安	安居乐业	90
安居乐业	业精于勤	90
业精于勤	勤能补拙	90
勤能补拙	拙口钝腮	90
一帆风顺	顺水推舟	90
顺水推舟	舟车劳顿	90
舟车劳顿	顿开茅塞	90
顿开茅塞	塞翁失马	90
塞翁失马	马到成功	90
马到成功	功成名就	90
功成名就	就地取材	90
就地取材	材大难用	90
材大难用	用兵如神	90
用兵如神	神采飞扬	90
神采飞扬	扬眉吐气	90
扬眉吐气	气壮山河	90
气壮山河	河清海晏	90
河清海晏	晏然自若	90
晏然自若	若即若离	90
若即若离	离群索居	90
离群索居	居安思危	90
居安思危	危言耸听	90
危言耸听	听天由命	90
听天由命	命途多舛	90
一鸣惊人	人山人海	90
人山人海	海阔天空	90
海阔天空	空前绝后	90
空前绝后	后来居上	90
后生可畏	畏首畏尾	90
畏首畏尾	尾大不掉	90
尾大不掉	掉以轻心	90
掉以轻心	心旷神怡	90
心心相印	印象深刻	90
印象深刻	刻舟求剑	90
刻舟求剑	剑拔弩张	90
剑拔弩张	张灯结彩	90
张灯结彩	彩云追月	90
彩云追月	月明星稀	90
月明星稀	稀世之宝	90
稀世之宝	宝刀不老	90
宝刀不老	老当益壮	90
老当益壮	壮志凌云	90
壮志凌云	云开见日	90
云开见日	日新月异	90
日新月异	异想天开	90
异想天开	开门见山	90
开门见山	山清水秀	90
山清水秀	秀外慧中	90
秀外慧中	中流砥柱	90
一马当先	先见之明	90
先见之明	明察秋毫	90
明察秋毫	毫发无损	90
毫发无损	损人利己	90
损人利己	己所不欲	90
己所不欲	欲罢不能	90
欲罢不能	能屈能伸	90
能屈能伸	伸张正义	90
伸张正义	义正词严	90
义正词严	严阵以待	90
严阵以待	待价而沽	90
待价而沽	沽名钓誉	90
沽名钓誉	誉满天下	90
一诺千金	金玉满堂	90
金玉满堂	堂堂正正	90
堂堂正正	正大光明	90
正大光明	明察秋毫	90
明辨是非	非同小可	90
非同小可	可歌可泣	90
可歌可泣	泣不成声	90
泣不成声	声东击西	90
声东击西	西装革履	90
一见如故	故步自封	90
故步自封	封官许愿	90
封官许愿	愿闻其详	90
愿闻其详	详略得当	90
详略得当	当仁不让	90
当仁不让	让枣推梨	90
让枣推梨	梨园弟子	90
梨园弟子	子虚乌有	90
子虚乌有	有条不紊	90
有条不紊	紊丝难理	90
紊丝难理	理直气壮	90
一往情深	深入浅出	90
深入浅出	出神入化	90
出神入化	化险为夷	90
化险为夷	夷为平地	90
夷为平地	地久天长	90
地久天长	长驱直入	90
长治久安	安居乐业	90
安邦定国	国泰民安	90
国泰民安	安居乐业	90
一鼓作气	气壮山河	90
气吞山河	河清海晏	90
河汾门下	下笔成章	90
下笔成章	章台杨柳	90
章台杨柳	柳暗花明	90
柳暗花明	明察秋毫	90
明哲保身	身临其境	90
身临其境	境由心生	90
境由心生	生龙活虎	90
生龙活虎	虎虎生威	90
虎虎生威	威风凛凛	90
一视同仁	仁至义尽	90
仁至义尽	尽善尽美	90
尽善尽美	美不胜收	90
美不胜收	收放自如	90
收放自如	如鱼得水	90
如鱼得水	水到渠成	90
水到渠成	成千上万	90
成千上万	万紫千红	90
万紫千红	红颜薄命	90
红颜薄命	命途多舛	90
妙手回春	春暖花开	90
春暖花开	开门见山	90
开卷有益	益国利民	90
益国利民	民富国强	90
民富国强	强词夺理	90
强词夺理	理直气壮	90
理直气壮	壮志凌云	90
壮志豪情	情同手足	90
情同手足	足智多谋	90
足智多谋	谋事在人	90
谋事在人	人山人海	90
人定胜天	天马行空	90
天马行空	空前绝后	90
空穴来风	风雨同舟	90
风雨同舟	舟车劳顿	90
舟中敌国	国泰民安	90
一丝不苟	苟且偷安	90
苟且偷安	安居乐业	90
安分守己	己所不欲	90
一尘不染	染苍染黄	90
染苍染黄	黄粱一梦	90
黄粱一梦	梦寐以求	90
梦寐以求	求同存异	90
求同存异	异想天开	90
异口同声	声东击西	90
声嘶力竭	竭泽而渔	90
竭泽而渔	渔翁得利	90
渔翁得利	利令智昏	90
利令智昏	昏天黑地	90
昏天黑地	地久天长	90
地大物博	博古通今	90
博古通今	今非昔比	90
今非昔比	比翼双飞	90
